source:/home/bcontreras/ownCloud/codigo/cvs/get_homologues-est/sample_intersection	7_transposase_A.faa	8_tnpA.faa	9_mphA.faa	10_mrx.faa	11_blaCTX-M-1.faa	13_hypothetical_protein.faa	34_methyl-accepting_che...faa	35_tnpA.faa	36_beta-lactamase_CTX-M...faa	60_ant39.faa	61_linF.faa	64_qacEdelta1.faa	65_sul1.faa	66_hypothetical_protein.faa	68_armA.faa	69_hypothetical_protein.faa	70_tnpD.faa	71_mel.faa	72_mph1.faa	73_mph2.faa	74_hypothetical_protein.faa	87_traA.faa	159_intI1.faa	160_oxa2.faa	163_unknown.faa	166_unknown.faa	168_unknown.faa	171_unknown.faa	172_unknown.faa	173_arsR.faa	174_arsD.faa	175_arsA.faa	176_arsB.faa	177_arsC.faa	198_TnpA.faa	200_AacA4.faa	201_VIM-1.faa	225_delta-FipA.faa	226_TnpA.faa	228_truncated_TnpA.faa	229_QnrS1.faa	230_hypothetical_protein.faa	231_hypothetical_protein.faa	232_hypothetical_protein.faa	233_YdaA.faa	234_hypothetical_protein.faa	235_hypothetical_protein.faa	236_putative_DeoR-type_t...faa	238_TnpA.faa	240_putative_invertase-r...faa	241_PilT.faa	242_TnpA.faa	243_TnpM.faa	245_dfrA14.faa	246_hypothetical_protein.faa	250_putative_mobilizatio...faa	253_transposition_modula...faa	255_hypothetical_protein.faa	264_hypothetical_protein.faa	268_hypothetical_protein.faa	280_transposase.faa	281_phage_integrase_fami...faa	282_hypothetical_protein.faa	286_streptomycin_phospho...faa	288_resolvase.faa	289_beta-lactamase.faa	293_hypothetical_protein.faa	294_hypothetical_protein.faa	295_hypothetical_protein.faa	296_hypothetical_protein.faa	297_hypothetical_protein.faa	298_conserved_hypothetic...faa	299_site-specific_recomb...faa	301_putative_transposase.faa	302_conserved_hypothetic...faa	304_transposase-_IS4_fam...faa	307_hypothetical_protein.faa	308_conserved_hypothetic...faa	318_TraB.faa	321_arsenical_pump-drivi...faa	327_TraB.faa	338_InsB.faa	341_hypothetical_protein.faa	348_group_II_intron-enco...faa	349_transposase_InsF.faa	350_transposase.faa	351_putative_transposase...faa	352_resolvase.faa	353_S-formylglutathione_...faa	354_glyoxalase-bleomycin...faa	355_S--hydroxymethyl-glu...faa	362_group_II_intron-enco...faa	363_putative_transposase...faa	364_conserved_hypothetic...faa	365_NADH_dehydrogenase-_...faa	366_excinuclease_ABC-_A_...faa	367_ISEc8_transposase.faa	368_hypothetical_protein.faa	376_hypothetical_protein.faa	379_hypothetical_protein.faa	380_hypothetical_protein.faa	381_hypothetical_protein.faa	382_conserved_hypothetic...faa	383_hypothetical_protein.faa	384_hypothetical_protein.faa	390_hypothetical_protein.faa	391_hypothetical_protein.faa	396_TraK.faa	400_DNA_polymerase-_beta...faa	401_protein_of_unknown_f...faa	402_conserved_hypothetic...faa	408_hypothetical_protein.faa	413_TraA.faa	416_TraL.faa	417_hypothetical_protein.faa	420_hypothetical_protein.faa	435_ampR.faa	438_unknown.faa	444_FosA.faa	445_tnpA.faa	448_hypothetical_protein.faa	471_putative_relaxase-he...faa	495_MAK2.05.faa	497_ble.faa	498_sph.faa	501_yahA.faa	523_pecM.faa	528_MAK2.40.faa	547_insA.faa	548_insB.faa	557_insF.faa	601_repA.faa	602_resP.faa	603_ecoRII.faa	604_dcm.faa	605_hypothetical_protein.faa	606_type_IV_restriction_...faa	607_tetC.faa	608_tetB.faa	609_tetR.faa	611_strB.faa	613_kikA.faa	614_hypothetical_protein.faa	615_korB.faa	616_traL.faa	617_korA.faa	618_traM.faa	619_traA.faa	620_traB.faa	621_traC.faa	622_eex.faa	623_traD.faa	624_traN.faa	625_traE.faa	626_traO.faa	627_traF.faa	628_traG.faa	629_nuc.faa	630_fipA.faa	631_traI.faa	632_traJ.faa	633_traK.faa	634_stbA.faa	635_stbB.faa	636_stbC.faa	637_hypothetical_protein.faa	638_ccgAII.faa	639_ccgAI.faa	640_ardA.faa	641_ccgC.faa	642_ccgD.faa	643_ccgEIII.faa	644_ardR.faa	645_ardB.faa	646_mucA.faa	647_mucB.faa	648_mpr.faa	649_ardK.faa	743_putative_IS91_ORF2.faa	744_tnp.faa
E_coli_ST131_plasmid_pKC394.gb	ID:ADH29967.1,	ID:ADH30013.1,ID:ADH30014.1,	ID:ADH29968.1,	ID:ADH29969.1,	ID:ADH29970.1,	ID:ADH29971.1,	ID:ADH30015.1,	ID:ADH29992.1,	ID:ADH29993.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:ADH29961.1,	ID:ADH29962.1,	ID:ADH29963.1,	ID:ADH29964.1,	ID:ADH29965.1,	ID:ADH29966.1,ID:ADH29972.1,	-	-	-	-	ID:ADH29974.1,	ID:ADH29975.1,	ID:ADH29976.1,	ID:ADH29977.1,	ID:ADH29978.1,	ID:ADH29979.1,	ID:ADH29980.1,	ID:ADH29981.1,	ID:ADH29982.1,	ID:ADH29983.1,	ID:ADH29984.1,	ID:ADH29985.1,	ID:ADH29986.1,	ID:ADH29987.1,	ID:ADH29988.1,	ID:ADH29989.1,	ID:ADH29990.1,	ID:ADH29994.1,	ID:ADH29995.1,	ID:ADH29996.1,	ID:ADH29997.1,	ID:ADH29998.1,	ID:ADH29999.1,	ID:ADH30000.1,	ID:ADH30001.1,	ID:ADH30002.1,	ID:ADH30003.1,	-	ID:ADH30004.1,	ID:ADH30005.1,	ID:ADH30006.1,	ID:ADH30007.1,	ID:ADH30008.1,	ID:ADH30009.1,	ID:ADH30010.1,	ID:ADH30011.1,	ID:ADH30012.1,	-	-
E_coli_plasmid_pMUR050.gb	-	-	-	-	-	-	-	ID:AAT01860.1,	-	ID:ABG33786.1,ID:ABG33789.1,	ID:ABG33787.1,	ID:ABG33790.1,	ID:ABG33791.1,	ID:ABG33792.2,	ID:ABG33841.1,	ID:ABG33793.1,	ID:ABG33794.1,	ID:ABG33795.1,	ID:ABG33796.1,	ID:ABG33797.1,	ID:ABG33798.1,	ID:ABG33811.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:ABG33839.1,	ID:ABG33783.1,	-	ID:ABG33840.1,	ID:ABG33802.1,	ID:ABG33803.1,	-	-	-	-	ID:ABG33805.1,	ID:ABG33806.1,	ID:ABG33807.1,	ID:ABG33808.1,	ID:ABG33809.1,	ID:ABG33810.1,	-	ID:ABG33812.1,	ID:ABG33813.1,	ID:ABG33814.1,	ID:ABG33815.1,	ID:ABG33816.1,	ID:ABG33817.1,	ID:ABG33818.1,	ID:ABG33819.1,	ID:ABG33820.1,	ID:ABG33821.1,	ID:ABG33822.1,	ID:ABG33823.1,	ID:ABG33824.1,	ID:ABG33825.1,	ID:ABG33826.1,	ID:ABG33827.1,	ID:ABG33828.1,	ID:ABG33829.1,	ID:ABG33830.1,	ID:ABG33831.1,	-	-	-	ID:ABG33832.1,	ID:ABG33833.1,	ID:ABG33834.1,	ID:ABG33835.1,	ID:ABG33836.1,	ID:ABG33837.1,	ID:ABG33838.1,	-	-
IncN_plasmid_R46.gb	-	-	-	-	-	-	-	-	-	ID:AAL13420.1,	-	ID:AAL13423.1,	ID:AAL13424.1,	-	-	-	-	-	-	-	-	ID:AAL13385.1,	ID:AAL13418.1,	ID:AAL13419.1,ID:AAL13421.1,	ID:AAL13422.1,	ID:AAL13425.1,	ID:AAG43218.1,	ID:AAG43221.1,	ID:AAG43222.1,	ID:AAG43223.1,	ID:AAG43230.1,	ID:AAG43231.1,	ID:AAG43224.1,	ID:AAG43225.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:AAL13416.1,	ID:AAL13417.1,	-	-	ID:AAL13427.1,	ID:AAL13428.1,	-	ID:AAG43220.1,	ID:AAG43219.1,	-	ID:AAL13379.1,	ID:AAL13380.1,	ID:AAL13381.1,	ID:AAL13382.1,	ID:AAL13383.1,	ID:AAL13384.1,	-	ID:AAL13386.1,	ID:AAL13387.1,	ID:AAL13388.1,	ID:AAL13389.1,	ID:AAL13390.1,	ID:AAL13391.1,	ID:AAL13392.1,	ID:AAL13393.1,	ID:AAL13394.1,	ID:AAL13395.1,	ID:AAL13396.1,	ID:AAL13397.1,	ID:AAL13398.1,	ID:AAL13399.1,	ID:AAL13400.1,	ID:AAL13401.1,	ID:AAL13402.1,	ID:AAL13403.1,	ID:AAL13404.1,	ID:AAL13405.1,	ID:AAL13406.1,	ID:AAL13407.1,	ID:AAL13408.1,	ID:AAL13409.1,	ID:AAL13410.1,	ID:AAL13411.1,	ID:AAL13412.1,	ID:AAL13413.1,	ID:AAL13414.1,	ID:AAL13415.1,	-	-
K_oxytoca_plasmid_pKOX105.gb	-	-	-	-	-	-	-	-	ID:ADH29557.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:ADH29523.1,ID:ADH29561.1,	-	-	-	-	-	-	-	-	-	-	-	ID:ADH29519.1,	ID:ADH29521.1,	ID:ADH29522.2,	ID:ADH29544.1,	ID:ADH29545.1,	ID:ADH29547.1,	ID:ADH29548.1,	ID:ADH29549.1,	ID:ADH29550.1,	ID:ADH29551.1,	ID:ADH29552.1,	ID:ADH29553.1,	ID:ADH29554.1,	ID:ADH29555.1,	ID:ADH29567.1,	ID:ADH29565.1,	ID:ADH29564.1,	ID:ADH29563.1,	ID:ADH29562.1,	ID:ADH29559.2,	ID:ADH29568.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:ADH29527.1,	ID:ADH29524.1,	ID:ADH29503.1,	ID:ADH29504.1,	-	ID:ADH29505.1,	-	-	-	-	ID:ADH29506.1,	ID:ADH29507.1,	ID:ADH29508.1,	ID:ADH29509.1,	ID:ADH29571.1,	ID:ADH29572.1,	ID:ADH29510.1,	ID:ADH29511.1,	ID:ADH29512.1,	ID:ADH29570.1,	ID:ADH29513.1,	-	ID:ADH29514.1,	ID:ADH29515.1,	ID:ADH29516.1,	ID:ADH29517.1,	ID:ADH29518.1,	-	ID:ADH29543.1,	ID:ADH29542.1,	ID:ADH29541.1,	ID:ADH29540.1,	ID:ADH29539.1,	ID:ADH29538.1,	ID:ADH29537.1,	ID:ADH29536.1,	ID:ADH29556.1,	ID:ADH29535.1,	-	-	ID:ADH29569.1,	ID:ADH29533.1,	ID:ADH29532.1,	ID:ADH29531.1,	ID:ADH29530.1,	ID:ADH29529.1,	ID:ADH29528.1,	-	-
K_pneumoniae_12_plasmid_12.gb	-	-	-	-	-	-	-	-	ID:ACI63023.1,ID:ACI63039.1,	ID:ACI63026.1,	-	-	ID:ACI63019.1,	-	-	-	-	-	-	-	-	-	ID:ACI62988.1,	-	-	-	-	-	-	ID:ACI63062.1,	ID:ACI63061.1,	ID:ACI63060.1,	ID:ACI63059.1,	ID:ACI63058.1,	ID:ACI63042.1,	ID:ACI63027.1,	-	ID:ACI63012.1,	ID:ACI63013.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:ACI62987.1,	-	ID:ACI62986.1,	ID:ACI62989.1,	ID:ACI62991.1,	ID:ACI63000.1,	ID:ACI63004.1,	ID:ACI63016.1,	ID:ACI63017.1,	ID:ACI63018.1,	ID:ACI63021.1,	ID:ACI63024.1,	ID:ACI63025.1,	ID:ACI63029.1,	ID:ACI63030.1,	ID:ACI63031.1,	ID:ACI63032.1,	ID:ACI63033.1,	ID:ACI63034.1,	ID:ACI63035.1,	ID:ACI63037.1,	ID:ACI63038.1,	ID:ACI63040.1,	ID:ACI63043.1,	ID:ACI63044.1,	ID:ACI63054.1,	ID:ACI63057.1,	ID:ACI63063.1,	ID:ACI63074.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:ACI62992.1,	ID:ACI62990.1,	ID:ACI62984.1,	ID:ACI63075.1,	ID:ACI63073.1,	ID:ACI63072.1,	-	-	-	ID:ACI63022.1,	ID:ACI63070.1,	ID:ACI63069.1,	ID:ACI63068.1,	ID:ACI63067.1,	ID:ACI63066.1,	ID:ACI63065.1,	ID:ACI63064.1,	-	ID:ACI63053.1,	ID:ACI63052.1,	ID:ACI63051.1,	ID:ACI63050.1,	ID:ACI63049.1,	ID:ACI63048.1,	ID:ACI63047.1,	ID:ACI63046.1,	ID:ACI63045.1,	-	ID:ACI63011.1,	ID:ACI63010.1,	ID:ACI63009.1,	ID:ACI63008.1,	ID:ACI63007.1,	ID:ACI63006.1,	ID:ACI63005.1,	ID:ACI63003.1,	ID:ACI63002.1,	-	-	-	ID:ACI62999.1,	ID:ACI62998.1,	ID:ACI62997.1,	ID:ACI62996.1,	ID:ACI62995.1,	ID:ACI62994.1,	ID:ACI62993.1,	-	-
K_pneumoniae_9_plasmid_9.gb	-	-	-	-	-	-	-	-	ID:ACI63105.1,ID:ACI63116.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:ACI63158.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:ACI63101.1,ID:ACI63120.1,	ID:ACI63103.1,ID:ACI63118.1,	ID:ACI63104.1,ID:ACI63117.1,	ID:ACI63106.1,ID:ACI63115.1,	-	-	-	-	-	ID:ACI63183.1,	ID:ACI63100.1,	ID:ACI63107.1,	ID:ACI63108.1,	ID:ACI63109.1,	ID:ACI63110.1,	ID:ACI63111.1,	ID:ACI63112.1,	ID:ACI63113.1,	ID:ACI63114.1,	ID:ACI63121.1,	ID:ACI63122.1,	ID:ACI63123.1,	ID:ACI63124.1,	ID:ACI63125.1,	ID:ACI63126.1,	ID:ACI63127.1,	ID:ACI63135.1,	ID:ACI63138.1,	ID:ACI63139.1,	ID:ACI63140.1,	ID:ACI63141.1,	ID:ACI63142.1,	ID:ACI63143.1,ID:ACI63146.1,	ID:ACI63149.1,	ID:ACI63150.1,	ID:ACI63155.1,	ID:ACI63159.1,	ID:ACI63160.1,	ID:ACI63161.1,	ID:ACI63167.1,	ID:ACI63172.1,	ID:ACI63175.1,	ID:ACI63176.1,	ID:ACI63179.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:ACI63128.1,	ID:ACI63186.1,	ID:ACI63185.1,	ID:ACI63184.1,	ID:ACI63182.1,	ID:ACI63181.1,	-	-	-	-	-	ID:ACI63178.1,	ID:ACI63177.1,	-	ID:ACI63174.1,	ID:ACI63173.1,	-	ID:ACI63171.1,	ID:ACI63170.1,	ID:ACI63169.1,	ID:ACI63168.1,	-	ID:ACI63166.1,	ID:ACI63165.1,	ID:ACI63164.1,	ID:ACI63163.1,	ID:ACI63162.1,	-	ID:ACI63157.1,	ID:ACI63156.1,	-	ID:ACI63154.1,	ID:ACI63153.1,	ID:ACI63152.1,	ID:ACI63151.1,	-	ID:ACI63148.1,	ID:ACI63145.1,	-	ID:ACI63137.1,	-	ID:ACI63134.1,	ID:ACI63133.1,	ID:ACI63132.1,	ID:ACI63131.1,	ID:ACI63130.1,	ID:ACI63129.1,	-	-
K_pneumoniae_KP96_plasmid_pKP96.gb	-	-	-	-	-	-	-	ID:ABY74371.1,	ID:ABY74372.1,	-	-	ID:ACG49253.1,	ID:ABY74385.1,ID:ABY74425.1,	ID:ABY74388.1,	-	-	ID:ABY74366.1,ID:ABY74376.1,	-	-	-	-	-	ID:ABY74390.1,	-	-	ID:ABY74384.1,	-	-	-	-	-	-	-	-	-	ID:ABY74389.1,	-	-	-	-	ID:ABY74387.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:ABY74386.1,	ID:ACG49254.1,	ID:ABY74375.1,	ID:ABY74373.1,	ID:ABY74370.1,	ID:ABY74415.1,	-	-	-	-	-	-	-	-	-	ID:ABY74394.1,	ID:ABY74391.1,	ID:ABY74381.1,	ID:ABY74380.1,	ID:ABY74378.1,	-	-	ID:ABY74417.1,	ID:ABY74416.1,	-	ID:ABY74363.1,	ID:ABY74362.1,	ID:ACG49255.1,	ID:ABY74361.1,	ID:ABY74360.1,	ID:ACG49256.1,	-	ID:ABY74359.1,	ID:ABY74358.1,	ID:ABY74357.1,	ID:ABY74356.1,	ID:ABY74355.1,	ID:ACG49257.1,	ID:ABY74424.1,	ID:ABY74423.1,	ID:ABY74422.1,	ID:ABY74421.1,	-	ID:ABY74412.1,	ID:ABY74411.1,	ID:ABY74410.1,	ID:ABY74409.1,	ID:ABY74408.1,	ID:ABY74407.1,	ID:ABY74406.1,	ID:ABY74405.1,	ID:ABY74404.1,	ID:ABY74403.1,	ID:ACG49258.1,	ID:ABY74402.1,	ID:ABY74401.1,	ID:ABY74400.1,	ID:ABY74399.1,	ID:ABY74398.1,	ID:ABY74397.1,	ID:ABY74396.1,	ID:ABY74395.1,	-	-
S_enterica_subsp_enterica_serovar_Dublin_plasmid_pMAK2.gb	-	-	-	-	-	-	-	-	ID:BAF93093.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:BAF93090.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:BAF93085.1,ID:BAF93089.1,	ID:BAF93087.1,	ID:BAF93088.1,	ID:BAF93091.1,	ID:BAF93113.1,	ID:BAF93118.1,	-	-	-	ID:BAF93132.1,	ID:BAF93081.1,	-	ID:BAF93082.1,	ID:BAF93083.1,	ID:BAF93084.1,	-	ID:BAF93114.1,	ID:BAF93115.1,	ID:BAF93095.1,	ID:BAF93097.1,	ID:BAF93098.1,	ID:BAF93099.1,	ID:BAF93100.1,	ID:BAF93101.1,	ID:BAF93102.1,	-	ID:BAF93103.1,	ID:BAF93104.1,	ID:BAF93105.1,	ID:BAF93106.1,	ID:BAF93107.1,	ID:BAF93108.1,	ID:BAF93109.1,	ID:BAF93110.1,	ID:BAF93111.1,	ID:BAF93112.1,	-	ID:BAF93119.1,	ID:BAF93120.1,	ID:BAF93121.1,	ID:BAF93122.1,	ID:BAF93123.1,	ID:BAF93124.1,	ID:BAF93125.1,	ID:BAF93126.1,	ID:BAF93127.1,	-	-	-	-	-	-	ID:BAF93128.1,	ID:BAF93129.1,	ID:BAF93130.1,	ID:BAF93131.1,	-	-
Uncultured_bacterium_plasmid_pRSB201.gb	-	-	-	-	-	-	-	-	ID:AEW28787.1,	ID:AEW28744.1,	-	-	-	-	-	-	-	-	-	-	-	-	ID:AEW28743.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:AEW28749.1,	-	ID:AEW28741.1,	ID:AEW28742.1,	ID:AEW28751.1,	ID:AEW28737.1,	ID:AEW28738.1,	ID:AEW28739.1,	ID:AEW28740.1,	-	-	-	ID:AEW28748.1,	ID:AEW28747.1,	ID:AEW28753.1,	ID:AEW28755.1,	ID:AEW28756.1,	ID:AEW28757.1,	ID:AEW28758.1,	ID:AEW28759.1,	ID:AEW28760.1,	ID:AEW28761.1,	ID:AEW28762.1,	ID:AEW28763.1,	ID:AEW28764.1,	ID:AEW28765.1,	ID:AEW28766.1,	ID:AEW28767.1,	ID:AEW28768.1,	ID:AEW28769.1,	ID:AEW28770.1,	ID:AEW28771.1,	ID:AEW28772.1,	ID:AEW28773.1,	ID:AEW28774.1,	ID:AEW28775.1,	ID:AEW28776.1,	ID:AEW28777.1,	ID:AEW28778.1,	ID:AEW28779.1,	ID:AEW28780.1,	ID:AEW28781.1,	ID:AEW28782.1,	ID:AEW28783.1,	ID:AEW28784.1,	ID:AEW28788.1,	ID:AEW28789.1,	ID:AEW28790.1,	ID:AEW28791.1,	ID:AEW28792.1,	ID:AEW28793.1,	ID:AEW28794.1,	-	-
